text,label
confirm password authorize transaction now,1
project update conference attendance attached,0
conference attendance quarterly report project update updated,0
project update quarterly report updated schedule,0
confirm identity now,1
temporary suspend asap required,1
microsoft account apple id update payment today,1
welcome aboard training session attached,0
confirm ssn authorize transaction today,1
birthday celebration team lunch training session attached,0
apple id asap,1
office supplies completed meeting,0
banking information urgent action today please,1
quarterly report conference attendance team lunch scheduled completed,0
meeting tomorrow schedule updated,0
apple id paypal verify required immediately,1
team building team lunch schedule updated,0
update payment microsoft account required please,1
paypal verify apple id password expire asap,1
click here verify account today,1
meeting tomorrow birthday celebration meeting,0
confirm password banking information unusual activity asap,1
quarterly report schedule,0
update payment immediately now,1
training session scheduled updated,0
office supplies budget approval client presentation meeting,0
urgent action click here confirm identity today asap,1
vacation days meeting tomorrow birthday celebration completed,0
office supplies updated,0
apple id secure link now,1
project update updated,0
confirm password banking information secure link immediately,1
validate credentials please required,1
quarterly report completed scheduled,0
