text,label
client presentation completed,0
performance review completed meeting,0
banking information confirm ssn asap,1
banking information authorize transaction immediately,1
office supplies updated attached,0
team building completed meeting,0
welcome aboard project update performance review attached,0
welcome aboard project milestone attached,0
confirm identity update payment secure link asap,1
confirm identity immediately,1
validate credentials required asap,1
team building office supplies team lunch schedule updated,0
validate credentials please,1
office supplies scheduled,0
secure link password expire verify account required now,1
team building team lunch scheduled attached,0
training session office supplies completed,0
urgent action immediately please,1
secure link asap,1
project milestone welcome aboard updated completed,0
amazon login click here confirm identity now asap,1
birthday celebration project update scheduled completed,0
training session conference attendance schedule,0
confirm password required asap,1
banking information urgent action apple id asap,1
validate credentials now,1
unusual activity authorize transaction immediately now,1
quarterly report schedule,0
secure link validate credentials confirm password now today,1
team lunch office supplies meeting tomorrow completed,0
validate credentials asap now,1
office supplies vacation days conference attendance meeting,0
temporary suspend authorize transaction validate credentials today asap,1
office supplies project milestone meeting updated,0
budget approval client presentation schedule,0
office supplies birthday celebration scheduled,0
vacation days attached completed,0
